EventNumber,TriggerBits,Timestamp
195927,11101000,1989-09-30 05:50:14
195928,1000111,1989-09-30 05:50:16
195929,1000111,1989-09-30 05:50:17
195930,11101000,1989-09-30 05:50:17
195931,1000111,1989-09-30 05:50:18
195932,1000111,1989-09-30 05:50:18
195933,11101000,1989-09-30 05:50:19
195934,11101000,1989-09-30 05:50:20
195935,11101000,1989-09-30 05:50:21
195936,1000111,1989-09-30 05:50:21
195937,1000111,1989-09-30 05:50:21
195938,11101000,1989-09-30 05:50:22
195939,11101000,1989-09-30 05:50:22
195940,1000111,1989-09-30 05:50:25
195941,11101000,1989-09-30 05:50:26
195942,1000111,1989-09-30 05:50:26
195943,1000111,1989-09-30 05:50:26
195944,1000111,1989-09-30 05:50:27
195945,1000111,1989-09-30 05:50:27
195946,1000111,1989-09-30 05:50:28
195947,1000111,1989-09-30 05:50:28
195948,11101000,1989-09-30 05:50:29
195949,1000111,1989-09-30 05:50:29
195950,11101000,1989-09-30 05:50:29
195951,1000111,1989-09-30 05:50:30
195952,11101000,1989-09-30 05:50:31
195953,1000111,1989-09-30 05:50:34
195954,11101000,1989-09-30 05:50:35
195955,1000111,1989-09-30 05:50:35
195956,11101000,1989-09-30 05:50:35
195957,11101000,1989-09-30 05:50:36
195958,1000111,1989-09-30 05:50:38
195959,1000111,1989-09-30 05:50:38
195960,11101000,1989-09-30 05:50:39
195961,11101000,1989-09-30 05:50:39
195962,11101000,1989-09-30 05:50:40
195963,11101000,1989-09-30 05:50:41
195964,1000111,1989-09-30 05:50:44
195965,1000111,1989-09-30 05:50:44
195966,11101000,1989-09-30 05:50:45
195967,11101000,1989-09-30 05:50:45
195968,11101000,1989-09-30 05:50:45
195969,11101000,1989-09-30 05:50:46
195970,1000111,1989-09-30 05:50:47
195971,1000111,1989-09-30 05:50:48
195972,1000111,1989-09-30 05:50:49
195973,1000111,1989-09-30 05:50:51
195974,1000111,1989-09-30 05:50:51
195975,1000111,1989-09-30 05:50:51
195976,1000111,1989-09-30 05:50:52
195977,11101000,1989-09-30 05:50:52
195978,11101000,1989-09-30 05:50:52
195979,1000111,1989-09-30 05:50:53
195980,1000111,1989-09-30 05:50:53
195981,1000111,1989-09-30 05:50:54
195982,1000111,1989-09-30 05:50:54
195983,11101000,1989-09-30 05:50:54
195984,1000111,1989-09-30 05:50:54
195985,1000111,1989-09-30 05:50:55
195986,11101000,1989-09-30 05:50:55
195987,11101000,1989-09-30 05:50:58
195988,1000111,1989-09-30 05:50:59
195989,1000111,1989-09-30 05:51:00
195990,1000111,1989-09-30 05:51:00
195991,1000111,1989-09-30 05:51:00
195992,11101000,1989-09-30 05:51:00
195993,1000111,1989-09-30 05:51:02
195994,1000111,1989-09-30 05:51:03
195995,1000111,1989-09-30 05:51:04
195996,1000111,1989-09-30 05:51:05
195997,1000111,1989-09-30 05:51:05
195998,1000111,1989-09-30 05:51:05
195999,1000111,1989-09-30 05:51:05
196000,1000111,1989-09-30 05:51:06
196001,1000111,1989-09-30 05:51:06
196002,1000111,1989-09-30 05:51:06
196003,1000111,1989-09-30 05:51:07
196004,11101000,1989-09-30 05:51:08
196005,11101000,1989-09-30 05:51:09
196006,1000111,1989-09-30 05:51:09
196007,11101000,1989-09-30 05:51:10
196008,1000111,1989-09-30 05:51:11
196009,1000111,1989-09-30 05:51:12
196010,11101000,1989-09-30 05:51:12
196011,1000111,1989-09-30 05:51:13
196012,1000111,1989-09-30 05:51:13
196013,1000111,1989-09-30 05:51:14
196014,1000111,1989-09-30 05:51:14
196015,1000111,1989-09-30 05:51:14
196016,1000111,1989-09-30 05:51:14
196017,1000111,1989-09-30 05:51:14
196018,1000111,1989-09-30 05:51:16
196019,11101000,1989-09-30 05:51:16
196020,1000111,1989-09-30 05:51:17
196021,1000111,1989-09-30 05:51:17
196022,1000111,1989-09-30 05:51:18
196023,1000111,1989-09-30 05:51:18
196024,1000111,1989-09-30 05:51:18
196025,1000111,1989-09-30 05:51:20
196026,1000111,1989-09-30 05:51:20
196027,11101000,1989-09-30 05:51:22
196028,1000111,1989-09-30 05:51:22
196029,1000111,1989-09-30 05:51:22
196030,1000111,1989-09-30 05:51:23
196031,1000111,1989-09-30 05:51:26
196032,1000111,1989-09-30 05:51:27
196033,1000111,1989-09-30 05:51:27
196034,11101000,1989-09-30 05:51:28
196035,11101000,1989-09-30 05:51:28
196036,11101000,1989-09-30 05:51:29
196037,1000111,1989-09-30 05:51:29
196038,11101000,1989-09-30 05:51:30
196039,1000111,1989-09-30 05:51:30
196040,1000111,1989-09-30 05:51:32
196041,1000111,1989-09-30 05:51:32
196042,11101000,1989-09-30 05:51:32
196043,1000111,1989-09-30 05:51:32
196044,1000111,1989-09-30 05:51:33
196045,1000111,1989-09-30 05:51:33
196046,1000111,1989-09-30 05:51:34
196047,11101000,1989-09-30 05:51:34
196048,11101000,1989-09-30 05:51:36
196049,1000111,1989-09-30 05:51:37
196050,11101000,1989-09-30 05:51:37
196051,1000111,1989-09-30 05:51:37
196052,1000111,1989-09-30 05:51:38
196053,11101000,1989-09-30 05:51:40
196054,11101000,1989-09-30 05:51:41
196055,11101000,1989-09-30 05:51:42
196056,1000111,1989-09-30 05:51:43
196057,11101000,1989-09-30 05:51:43
196058,11101000,1989-09-30 05:51:44
196059,11101000,1989-09-30 05:51:44
196060,1000111,1989-09-30 05:51:46
196061,11101000,1989-09-30 05:51:46
196062,1000111,1989-09-30 05:51:47
196063,1000111,1989-09-30 05:51:47
196064,1000111,1989-09-30 05:51:49
196065,11101000,1989-09-30 05:51:50
196066,1000111,1989-09-30 05:51:52
196067,11101000,1989-09-30 05:51:52
196068,11101000,1989-09-30 05:51:53
196069,1000111,1989-09-30 05:51:53
196070,1000111,1989-09-30 05:51:55
196071,1000111,1989-09-30 05:51:57
196072,1000111,1989-09-30 05:51:57
196073,1000111,1989-09-30 05:51:59
196074,1000111,1989-09-30 05:52:01
196075,11101000,1989-09-30 05:52:02
196076,11101000,1989-09-30 05:52:02
196077,1000111,1989-09-30 05:52:02
196078,1000111,1989-09-30 05:52:02
196079,11101000,1989-09-30 05:52:03
196080,1000111,1989-09-30 05:52:04
196081,1000111,1989-09-30 05:52:04
196082,11101000,1989-09-30 05:52:05
196083,11101000,1989-09-30 05:52:05
196084,1000111,1989-09-30 05:52:05
196085,11101000,1989-09-30 05:52:06
196086,1000111,1989-09-30 05:52:06
196087,1000111,1989-09-30 05:52:06
196088,1000111,1989-09-30 05:52:08
196089,1000111,1989-09-30 05:52:08
196090,11101000,1989-09-30 05:52:09
196091,1000111,1989-09-30 05:52:10
196092,11101000,1989-09-30 05:52:10
196093,11101000,1989-09-30 05:52:12
196094,1000111,1989-09-30 05:52:13
196095,11101000,1989-09-30 05:52:15
196096,11101000,1989-09-30 05:52:15
196097,11101000,1989-09-30 05:52:15
196098,1000111,1989-09-30 05:52:15
196099,1000111,1989-09-30 05:52:15
196100,1000111,1989-09-30 05:52:18
196101,11101000,1989-09-30 05:52:19
196102,1000111,1989-09-30 05:52:19
196103,1000111,1989-09-30 05:52:21
196104,11101000,1989-09-30 05:52:21
196105,11101000,1989-09-30 05:52:22
196106,11101000,1989-09-30 05:52:22
196107,1000111,1989-09-30 05:52:23
196108,11101000,1989-09-30 05:52:24
196109,1000111,1989-09-30 05:52:24
196110,11101000,1989-09-30 05:52:24
196111,11101000,1989-09-30 05:52:24
196112,11101000,1989-09-30 05:52:24
196113,1000111,1989-09-30 05:52:25
196114,1000111,1989-09-30 05:52:25
196115,1000111,1989-09-30 05:52:25
196116,11101000,1989-09-30 05:52:25
196117,11101000,1989-09-30 05:52:25
196118,1000111,1989-09-30 05:52:26
196119,1000111,1989-09-30 05:52:26
196120,1000111,1989-09-30 05:52:26
196121,1000111,1989-09-30 05:52:27
196122,1000111,1989-09-30 05:52:28
196123,11101000,1989-09-30 05:52:29
196124,1000111,1989-09-30 05:52:29
196125,11101000,1989-09-30 05:52:30
196126,11101000,1989-09-30 05:52:30
196127,1000111,1989-09-30 05:52:30
196128,1000111,1989-09-30 05:52:31
196129,1000111,1989-09-30 05:52:31
196130,11101000,1989-09-30 05:52:33
196131,11101000,1989-09-30 05:52:35
196132,1000111,1989-09-30 05:52:36
196133,11101000,1989-09-30 05:52:36
196134,1000111,1989-09-30 05:52:36
196135,11101000,1989-09-30 05:52:37
196136,1000111,1989-09-30 05:52:37
196137,11101000,1989-09-30 05:52:38
196138,11101000,1989-09-30 05:52:38
196139,1000111,1989-09-30 05:52:38
196140,11101000,1989-09-30 05:52:38
196141,11101000,1989-09-30 05:52:39
196142,11101000,1989-09-30 05:52:39
196143,11101000,1989-09-30 05:52:40
196144,11101000,1989-09-30 05:52:40
196145,11101000,1989-09-30 05:52:42
196146,11101000,1989-09-30 05:52:42
196147,1000111,1989-09-30 05:52:43
196148,1000111,1989-09-30 05:52:43
196149,11101000,1989-09-30 05:52:44
196150,1000111,1989-09-30 05:52:44
196151,1000111,1989-09-30 05:52:45
196152,11101000,1989-09-30 05:52:45
196153,11101000,1989-09-30 05:52:46
196154,1000111,1989-09-30 05:52:46
196155,1000111,1989-09-30 05:52:47
196156,11101000,1989-09-30 05:52:48
196157,11101000,1989-09-30 05:52:48
196158,1000111,1989-09-30 05:52:49
196159,1000111,1989-09-30 05:52:49
196160,1000111,1989-09-30 05:52:50
196161,1000111,1989-09-30 05:52:52
196162,1000111,1989-09-30 05:52:52
196163,1000111,1989-09-30 05:52:53
196164,1000111,1989-09-30 05:52:53
196165,11101000,1989-09-30 05:52:54
196166,1000111,1989-09-30 05:52:55
196167,1000111,1989-09-30 05:52:55
196168,11101000,1989-09-30 05:52:56
196169,11101000,1989-09-30 05:52:56
196170,1000111,1989-09-30 05:52:57
196171,11101000,1989-09-30 05:52:57
196172,1000111,1989-09-30 05:52:58
196173,1000111,1989-09-30 05:52:58
196174,11101000,1989-09-30 05:52:58
196175,1000111,1989-09-30 05:52:59
196176,11101000,1989-09-30 05:52:59
196177,1000111,1989-09-30 05:53:00
196178,1000111,1989-09-30 05:53:00
196179,11101000,1989-09-30 05:53:01
196180,1000111,1989-09-30 05:53:01
196181,11101000,1989-09-30 05:53:02
196182,1000111,1989-09-30 05:53:02
196183,11101000,1989-09-30 05:53:03
196184,1000111,1989-09-30 05:53:04
196185,11101000,1989-09-30 05:53:04
196186,11101000,1989-09-30 05:53:04
196187,1000111,1989-09-30 05:53:05
196188,1000111,1989-09-30 05:53:05
196189,1000111,1989-09-30 05:53:06
196190,1000111,1989-09-30 05:53:07
196191,11101000,1989-09-30 05:53:07
196192,1000111,1989-09-30 05:53:09
196193,11101000,1989-09-30 05:53:09
196194,1000111,1989-09-30 05:53:09
196195,1000111,1989-09-30 05:53:10
196196,11101000,1989-09-30 05:53:10
196197,1000111,1989-09-30 05:53:10
196198,1000111,1989-09-30 05:53:11
196199,11101000,1989-09-30 05:53:12
196200,11101000,1989-09-30 05:53:12
196201,11101000,1989-09-30 05:53:13
196202,1000111,1989-09-30 05:53:13
196203,1000111,1989-09-30 05:53:14
196204,11101000,1989-09-30 05:53:15
196205,1000111,1989-09-30 05:53:16
196206,11101000,1989-09-30 05:53:16
196207,11101000,1989-09-30 05:53:17
196208,11101000,1989-09-30 05:53:17
196209,1000111,1989-09-30 05:53:18
196210,11101000,1989-09-30 05:53:18
196211,11101000,1989-09-30 05:53:21
196212,11101000,1989-09-30 05:53:21
196213,1000111,1989-09-30 05:53:22
196214,1000111,1989-09-30 05:53:22
196215,11101000,1989-09-30 05:53:22
196216,1000111,1989-09-30 05:53:23
196217,1000111,1989-09-30 05:53:23
196218,1000111,1989-09-30 05:53:24
196219,1000111,1989-09-30 05:53:24
196220,11101000,1989-09-30 05:53:24
196221,11101000,1989-09-30 05:53:24
196222,1000111,1989-09-30 05:53:24
196223,1000111,1989-09-30 05:53:25
196224,1000111,1989-09-30 05:53:25
196225,1000111,1989-09-30 05:53:25
196226,11101000,1989-09-30 05:53:26
196227,1000111,1989-09-30 05:53:26
196228,1000111,1989-09-30 05:53:26
196229,11101000,1989-09-30 05:53:27
196230,11101000,1989-09-30 05:53:27
196231,11101000,1989-09-30 05:53:28
196232,11101000,1989-09-30 05:53:28
196233,11101000,1989-09-30 05:53:31
196234,11101000,1989-09-30 05:53:31
196235,1000111,1989-09-30 05:53:31
196236,1000111,1989-09-30 05:53:31
196237,1000111,1989-09-30 05:53:32
196238,1000111,1989-09-30 05:53:33
196239,1000111,1989-09-30 05:53:33
196240,11101000,1989-09-30 05:53:34
196241,11101000,1989-09-30 05:53:35
196242,1000111,1989-09-30 05:53:37
196243,11101000,1989-09-30 05:53:38
196244,1000111,1989-09-30 05:53:39
196245,11101000,1989-09-30 05:53:40
196246,1000111,1989-09-30 05:53:40
196247,11101000,1989-09-30 05:53:40
196248,1000111,1989-09-30 05:53:40
196249,1000111,1989-09-30 05:53:41
196250,1000111,1989-09-30 05:53:41
196251,11101000,1989-09-30 05:53:42
196252,11101000,1989-09-30 05:53:43
196253,1000111,1989-09-30 05:53:45
196254,11101000,1989-09-30 05:53:45
196255,1000111,1989-09-30 05:53:47
196256,11101000,1989-09-30 05:53:47
196257,11101000,1989-09-30 05:53:47
196258,1000111,1989-09-30 05:53:48
196259,1000111,1989-09-30 05:54:07
196260,1000111,1989-09-30 05:54:07
196261,1000111,1989-09-30 05:54:08
196262,1000111,1989-09-30 05:54:08
196263,11101000,1989-09-30 05:54:08
196264,1000111,1989-09-30 05:54:09
196265,11101000,1989-09-30 05:54:10
196266,1000111,1989-09-30 05:54:12
196267,1000111,1989-09-30 05:54:15
196268,11101000,1989-09-30 05:54:17
196269,1000111,1989-09-30 05:54:17
196270,1000111,1989-09-30 05:54:18
196271,11101000,1989-09-30 05:54:18
196272,11101000,1989-09-30 05:54:18
196273,1000111,1989-09-30 05:54:20
196274,1000111,1989-09-30 05:54:20
196275,1000111,1989-09-30 05:54:21
196276,1000111,1989-09-30 05:54:21
196277,11101000,1989-09-30 05:54:21
196278,1000111,1989-09-30 05:54:21
196279,1000111,1989-09-30 05:54:22
196280,11101000,1989-09-30 05:54:23
196281,11101000,1989-09-30 05:54:24
196282,11101000,1989-09-30 05:54:24
196283,1000111,1989-09-30 05:54:25
196284,1000111,1989-09-30 05:54:26
196285,11101000,1989-09-30 05:54:27
196286,11101000,1989-09-30 05:54:27
196287,1000111,1989-09-30 05:54:28
196288,1000111,1989-09-30 05:54:28
196289,11101000,1989-09-30 05:54:29
196290,1000111,1989-09-30 05:54:29
196291,1000111,1989-09-30 05:54:30
196292,1000111,1989-09-30 05:54:30
196293,11101000,1989-09-30 05:54:31
196294,11101000,1989-09-30 05:54:31
196295,11101000,1989-09-30 05:54:31
196296,11101000,1989-09-30 05:54:32
196297,1000111,1989-09-30 05:54:33
196298,11101000,1989-09-30 05:54:34
196299,1000111,1989-09-30 05:54:34
196300,1000111,1989-09-30 05:54:35
196301,11101000,1989-09-30 05:54:36
196302,11101000,1989-09-30 05:54:36
196303,11101000,1989-09-30 05:54:37
196304,11101000,1989-09-30 05:54:38
196305,1000111,1989-09-30 05:54:38
196306,11101000,1989-09-30 05:54:39
196307,1000111,1989-09-30 05:54:39
196308,11101000,1989-09-30 05:54:40
196309,11101000,1989-09-30 05:54:41
196310,1000111,1989-09-30 05:54:44
196311,1000111,1989-09-30 05:54:45
196312,11101000,1989-09-30 05:54:46
196313,1000111,1989-09-30 05:54:47
196314,11101000,1989-09-30 05:54:47
196315,1000111,1989-09-30 05:54:47
196316,11101000,1989-09-30 05:54:47
196317,1000111,1989-09-30 05:54:48
196318,11101000,1989-09-30 05:54:48
196319,1000111,1989-09-30 05:54:48
196320,11101000,1989-09-30 05:54:49
196321,11101000,1989-09-30 05:54:50
196322,11101000,1989-09-30 05:54:50
196323,11101000,1989-09-30 05:54:51
196324,11101000,1989-09-30 05:54:53
196325,11101000,1989-09-30 05:54:53
196326,11101000,1989-09-30 05:54:54
196327,11101000,1989-09-30 05:54:54
196328,11101000,1989-09-30 05:54:55
196329,1000111,1989-09-30 05:54:56
196330,11101000,1989-09-30 05:54:56
196331,11101000,1989-09-30 05:54:57
196332,1000111,1989-09-30 05:54:57
196333,1000111,1989-09-30 05:54:58
196334,11101000,1989-09-30 05:54:58
196335,11101000,1989-09-30 05:54:58
196336,11101000,1989-09-30 05:55:01
196337,11101000,1989-09-30 05:55:01
196338,1000111,1989-09-30 05:55:03
196339,1000111,1989-09-30 05:55:03
196340,1000111,1989-09-30 05:55:03
196341,11101000,1989-09-30 05:55:04
196342,1000111,1989-09-30 05:55:04
196343,11101000,1989-09-30 05:55:04
196344,11101000,1989-09-30 05:55:05
196345,11101000,1989-09-30 05:55:05
196346,1000111,1989-09-30 05:55:06
196347,1000111,1989-09-30 05:55:06
196348,11101000,1989-09-30 05:55:08
196349,11101000,1989-09-30 05:55:08
196350,1000111,1989-09-30 05:55:08
196351,11101000,1989-09-30 05:55:08
196352,1000111,1989-09-30 05:55:09
196353,11101000,1989-09-30 05:55:11
196354,1000111,1989-09-30 05:55:12
196355,1000111,1989-09-30 05:55:12
196356,1000111,1989-09-30 05:55:12
196357,11101000,1989-09-30 05:55:12
196358,11101000,1989-09-30 05:55:12
196359,1000111,1989-09-30 05:55:12
196360,1000111,1989-09-30 05:55:12
196361,1000111,1989-09-30 05:55:13
196362,1000111,1989-09-30 05:55:15
196363,1000111,1989-09-30 05:55:16
196364,1000111,1989-09-30 05:55:17
196365,1000111,1989-09-30 05:55:17
196366,1000111,1989-09-30 05:55:18
196367,1000111,1989-09-30 05:55:18
196368,1000111,1989-09-30 05:55:18
196369,1000111,1989-09-30 05:55:18
196370,11101000,1989-09-30 05:55:19
196371,11101000,1989-09-30 05:55:19
196372,11101000,1989-09-30 05:55:20
196373,1000111,1989-09-30 05:55:22
196374,1000111,1989-09-30 05:55:22
196375,1000111,1989-09-30 05:55:22
196376,1000111,1989-09-30 05:55:23
196377,1000111,1989-09-30 05:55:24
196378,11101000,1989-09-30 05:55:24
196379,1000111,1989-09-30 05:55:24
196380,1000111,1989-09-30 05:55:25
196381,11101000,1989-09-30 05:55:26
196382,1000111,1989-09-30 05:55:27
196383,11101000,1989-09-30 05:55:27
196384,1000111,1989-09-30 05:55:27
196385,1000111,1989-09-30 05:55:27
196386,1000111,1989-09-30 05:55:27
196387,1000111,1989-09-30 05:55:27
196388,11101000,1989-09-30 05:55:29
196389,1000111,1989-09-30 05:55:29
196390,11101000,1989-09-30 05:55:30
196391,1000111,1989-09-30 05:55:31
196392,1000111,1989-09-30 05:55:32
196393,1000111,1989-09-30 05:55:32
196394,11101000,1989-09-30 05:55:32
196395,1000111,1989-09-30 05:55:33
196396,1000111,1989-09-30 05:55:33
196397,1000111,1989-09-30 05:55:34
196398,1000111,1989-09-30 05:55:35
196399,1000111,1989-09-30 05:55:37
196400,1000111,1989-09-30 05:55:37
196401,11101000,1989-09-30 05:55:37
196402,1000111,1989-09-30 05:55:38
196403,1000111,1989-09-30 05:55:38
196404,1000111,1989-09-30 05:55:38
196405,1000111,1989-09-30 05:55:39
196406,1000111,1989-09-30 05:55:39
196407,11101000,1989-09-30 05:55:39
196408,11101000,1989-09-30 05:55:39
196409,11101000,1989-09-30 05:55:39
196410,1000111,1989-09-30 05:55:40
196411,11101000,1989-09-30 05:55:40
196412,11101000,1989-09-30 05:55:41
196413,11101000,1989-09-30 05:55:41
196414,11101000,1989-09-30 05:55:41
196415,11101000,1989-09-30 05:55:42
196416,11101000,1989-09-30 05:55:42
196417,1000111,1989-09-30 05:55:43
196418,11101000,1989-09-30 05:55:45
196419,1000111,1989-09-30 05:55:46
196420,1000111,1989-09-30 05:55:46
196421,1000111,1989-09-30 05:55:46
196422,1000111,1989-09-30 05:55:49
196423,11101000,1989-09-30 05:55:50
196424,11101000,1989-09-30 05:55:50
196425,1000111,1989-09-30 05:55:51
196426,11101000,1989-09-30 05:55:51
196427,11101000,1989-09-30 05:55:51
196428,1000111,1989-09-30 05:55:52
196429,1000111,1989-09-30 05:55:53
196430,1000111,1989-09-30 05:55:53
196431,11101000,1989-09-30 05:55:54
196432,11101000,1989-09-30 05:55:54
196433,1000111,1989-09-30 05:55:54
196434,1000111,1989-09-30 05:55:55
196435,1000111,1989-09-30 05:55:56
196436,1000111,1989-09-30 05:55:56
196437,1000111,1989-09-30 05:55:56
196438,11101000,1989-09-30 05:55:57
196439,1000111,1989-09-30 05:55:57
196440,1000111,1989-09-30 05:55:57
196441,11101000,1989-09-30 05:55:57
196442,11101000,1989-09-30 05:55:57
196443,11101000,1989-09-30 05:55:58
196444,1000111,1989-09-30 05:55:59
196445,11101000,1989-09-30 05:55:59
196446,11101000,1989-09-30 05:56:00
196447,1000111,1989-09-30 05:56:01
196448,11101000,1989-09-30 05:56:03
196449,11101000,1989-09-30 05:56:03
196450,1000111,1989-09-30 05:56:04
196451,1000111,1989-09-30 05:56:04
196452,1000111,1989-09-30 05:56:04
196453,11101000,1989-09-30 05:56:04
196454,11101000,1989-09-30 05:56:04
196455,1000111,1989-09-30 05:56:04
196456,1000111,1989-09-30 05:56:06
196457,11101000,1989-09-30 05:56:06
196458,1000111,1989-09-30 05:56:07
196459,11101000,1989-09-30 05:56:07
196460,11101000,1989-09-30 05:56:08
196461,1000111,1989-09-30 05:56:08
196462,1000111,1989-09-30 05:56:11
196463,11101000,1989-09-30 05:56:11
196464,11101000,1989-09-30 05:56:11
196465,11101000,1989-09-30 05:56:12
196466,11101000,1989-09-30 05:56:13
196467,1000111,1989-09-30 05:56:13
196468,11101000,1989-09-30 05:56:14
196469,11101000,1989-09-30 05:56:14
196470,1000111,1989-09-30 05:56:15
196471,1000111,1989-09-30 05:56:15
196472,1000111,1989-09-30 05:56:15
196473,11101000,1989-09-30 05:56:16
196474,11101000,1989-09-30 05:56:17
196475,11101000,1989-09-30 05:56:18
196476,1000111,1989-09-30 05:56:18
196477,11101000,1989-09-30 05:56:18
196478,1000111,1989-09-30 05:56:19
196479,1000111,1989-09-30 05:56:19
196480,1000111,1989-09-30 05:56:20
196481,11101000,1989-09-30 05:56:22
196482,1000111,1989-09-30 05:56:24
196483,1000111,1989-09-30 05:56:24
196484,1000111,1989-09-30 05:56:24
196485,11101000,1989-09-30 05:56:25
196486,1000111,1989-09-30 05:56:25
196487,1000111,1989-09-30 05:56:26
196488,1000111,1989-09-30 05:56:27
196489,11101000,1989-09-30 05:56:28
196490,1000111,1989-09-30 05:56:28
196491,1000111,1989-09-30 05:56:28
196492,1000111,1989-09-30 05:56:29
196493,1000111,1989-09-30 05:56:30
196494,11101000,1989-09-30 05:56:34
196495,1000111,1989-09-30 05:56:34
196496,11101000,1989-09-30 05:56:35
196497,11101000,1989-09-30 05:56:35
196498,1000111,1989-09-30 05:56:36
196499,11101000,1989-09-30 05:56:37
196500,11101000,1989-09-30 05:56:38
196501,1000111,1989-09-30 05:56:39
196502,1000111,1989-09-30 05:56:39
196503,11101000,1989-09-30 05:56:40
196504,1000111,1989-09-30 05:56:40
196505,11101000,1989-09-30 05:56:41
196506,11101000,1989-09-30 05:56:42
196507,11101000,1989-09-30 05:56:43
196508,1000111,1989-09-30 05:56:43
196509,11101000,1989-09-30 05:56:44
196510,11101000,1989-09-30 05:56:45
196511,11101000,1989-09-30 05:56:46
196512,11101000,1989-09-30 05:56:46
196513,1000111,1989-09-30 05:56:46
196514,1000111,1989-09-30 05:56:47
196515,1000111,1989-09-30 05:56:48
196516,11101000,1989-09-30 05:56:49
196517,1000111,1989-09-30 05:56:49
196518,1000111,1989-09-30 05:56:49
196519,1000111,1989-09-30 05:56:50
196520,1000111,1989-09-30 05:56:50
196521,1000111,1989-09-30 05:56:51
196522,1000111,1989-09-30 05:56:51
196523,11101000,1989-09-30 05:56:52
196524,1000111,1989-09-30 05:56:52
196525,1000111,1989-09-30 05:56:52
196526,1000111,1989-09-30 05:56:52
196527,11101000,1989-09-30 05:56:53
196528,1000111,1989-09-30 05:56:53
196529,1000111,1989-09-30 05:56:54
196530,1000111,1989-09-30 05:56:54
196531,11101000,1989-09-30 05:56:55
196532,1000111,1989-09-30 05:56:55
196533,1000111,1989-09-30 05:56:55
196534,1000111,1989-09-30 05:56:55
196535,11101000,1989-09-30 05:56:56
196536,11101000,1989-09-30 05:56:57
196537,1000111,1989-09-30 05:56:58
196538,1000111,1989-09-30 05:56:59
196539,1000111,1989-09-30 05:56:59
196540,11101000,1989-09-30 05:57:01
196541,1000111,1989-09-30 05:57:02
196542,11101000,1989-09-30 05:57:02
196543,1000111,1989-09-30 05:57:02
196544,1000111,1989-09-30 05:57:03
196545,11101000,1989-09-30 05:57:04
196546,11101000,1989-09-30 05:57:05
196547,1000111,1989-09-30 05:57:07
196548,11101000,1989-09-30 05:57:07
196549,11101000,1989-09-30 05:57:10
196550,1000111,1989-09-30 05:57:10
196551,1000111,1989-09-30 05:57:10
196552,11101000,1989-09-30 05:57:11
196553,11101000,1989-09-30 05:57:13
196554,11101000,1989-09-30 05:57:13
196555,11101000,1989-09-30 05:57:14
196556,1000111,1989-09-30 05:57:16
196557,1000111,1989-09-30 05:57:16
196558,1000111,1989-09-30 05:57:18
196559,11101000,1989-09-30 05:57:19
196560,1000111,1989-09-30 05:57:19
196561,1000111,1989-09-30 05:57:21
196562,1000111,1989-09-30 05:57:22
196563,1000111,1989-09-30 05:57:22
196564,1000111,1989-09-30 05:57:23
196565,1000111,1989-09-30 05:57:24
196566,1000111,1989-09-30 05:57:24
196567,1000111,1989-09-30 05:57:24
196568,11101000,1989-09-30 05:57:25
196569,1000111,1989-09-30 05:57:25
196570,1000111,1989-09-30 05:57:26
196571,11101000,1989-09-30 05:57:26
196572,1000111,1989-09-30 05:57:27
196573,11101000,1989-09-30 05:57:28
196574,1000111,1989-09-30 05:57:29
196575,11101000,1989-09-30 05:57:29
196576,1000111,1989-09-30 05:57:29
196577,1000111,1989-09-30 05:57:29
196578,11101000,1989-09-30 05:57:30
196579,1000111,1989-09-30 05:57:30
196580,1000111,1989-09-30 05:57:32
196581,1000111,1989-09-30 05:57:32
196582,1000111,1989-09-30 05:57:32
196583,1000111,1989-09-30 05:57:32
196584,1000111,1989-09-30 05:57:33
196585,1000111,1989-09-30 05:57:34
196586,11101000,1989-09-30 05:57:37
196587,1000111,1989-09-30 05:57:37
196588,11101000,1989-09-30 05:57:38
196589,1000111,1989-09-30 05:57:38
196590,11101000,1989-09-30 05:57:39
196591,11101000,1989-09-30 05:57:39
196592,1000111,1989-09-30 05:57:39
196593,1000111,1989-09-30 05:57:39
196594,1000111,1989-09-30 05:57:40
196595,11101000,1989-09-30 05:57:40
196596,1000111,1989-09-30 05:57:41
196597,11101000,1989-09-30 05:57:41
196598,1000111,1989-09-30 05:57:41
196599,11101000,1989-09-30 05:57:42
196600,1000111,1989-09-30 05:57:43
196601,1000111,1989-09-30 05:57:43
196602,11101000,1989-09-30 05:57:44
196603,1000111,1989-09-30 05:57:45
196604,1000111,1989-09-30 05:57:46
196605,11101000,1989-09-30 05:57:46
196606,1000111,1989-09-30 05:57:47
196607,1000111,1989-09-30 05:57:48
196608,1000111,1989-09-30 05:57:48
196609,11101000,1989-09-30 05:57:49
196610,1000111,1989-09-30 05:57:49
196611,1000111,1989-09-30 05:57:49
196612,11101000,1989-09-30 05:57:49
196613,11101000,1989-09-30 05:57:50
196614,1000111,1989-09-30 05:57:51
196615,1000111,1989-09-30 05:57:51
196616,1000111,1989-09-30 05:57:54
196617,11101000,1989-09-30 05:57:54
196618,11101000,1989-09-30 05:57:54
196619,1000111,1989-09-30 05:57:55
196620,1000111,1989-09-30 05:57:56
196621,1000111,1989-09-30 05:57:56
196622,1000111,1989-09-30 05:57:57
196623,1000111,1989-09-30 05:57:58
196624,11101000,1989-09-30 05:57:58
196625,1000111,1989-09-30 05:58:01
